Date,Open,High,Low,Close,Volume
24-May-13,68.49,69.20,68.15,68.72,1322914
23-May-13,68.41,69.65,68.21,69.53,2189276
22-May-13,68.54,69.47,68.09,68.27,2337646
21-May-13,67.36,68.79,67.24,68.54,2048420
20-May-13,68.00,68.77,67.24,67.35,2832434
17-May-13,69.11,69.18,68.38,69.12,1414991
16-May-13,69.02,69.27,68.46,68.69,1262206
15-May-13,68.48,69.21,67.90,69.21,2348813
14-May-13,69.25,69.27,68.39,68.56,2703249
13-May-13,69.53,69.83,68.84,69.04,2096719
10-May-13,69.41,70.24,69.31,69.83,1659971
9-May-13,69.56,70.03,69.06,69.46,1714902
8-May-13,69.22,69.80,68.86,69.26,2551227
7-May-13,69.68,70.40,69.49,70.07,1847988
6-May-13,68.37,69.76,68.37,69.65,1543462
3-May-13,69.17,69.62,68.40,68.57,3225691
2-May-13,69.00,69.84,68.82,69.72,2060869
1-May-13,68.86,69.20,68.38,68.81,1987718
30-Apr-13,68.21,69.00,68.17,68.80,1756222
29-Apr-13,67.21,69.33,66.97,68.39,2765756
26-Apr-13,67.76,67.83,66.92,67.09,1335429
25-Apr-13,67.26,67.99,67.17,67.69,1633555
24-Apr-13,66.89,67.48,66.62,66.86,1704078
23-Apr-13,66.88,67.99,66.46,66.78,2517755
22-Apr-13,66.86,66.99,65.81,66.46,1625833
19-Apr-13,66.12,67.22,66.12,66.77,1786278
18-Apr-13,66.55,66.86,66.26,66.44,3233771
17-Apr-13,65.56,66.50,65.16,66.40,3873224
16-Apr-13,65.73,66.00,65.08,65.95,1568223
15-Apr-13,66.17,66.57,65.26,65.33,2595030
12-Apr-13,64.10,66.76,63.90,66.76,4258433
11-Apr-13,67.25,68.30,63.69,64.00,9744586
10-Apr-13,65.02,65.62,64.66,65.50,3937141
9-Apr-13,65.10,65.27,63.76,64.50,2177359
8-Apr-13,63.71,65.04,63.36,65.03,2648023
5-Apr-13,63.32,63.82,62.95,63.76,1649800
4-Apr-13,64.14,64.71,63.70,64.67,1772495
3-Apr-13,65.05,65.25,63.48,63.96,2046493
2-Apr-13,64.14,65.16,64.14,64.77,2283494
1-Apr-13,63.93,64.81,63.62,63.82,1807803
28-Mar-13,65.07,65.24,64.32,64.42,2613743
